Artificial Intelligence Engineering,"Entreprenerurship, Innovation, and Small Business ",Engineering Business,Public Health and Engineering,Forensic Engineering,Global Engineering,Mineral Resources ,Music Technology,Nuclear Engineering,Engineering Leadership,Renewable Resources Engineering,Communicaton
https://undergrad.engineering.utoronto.ca/academics-registration/minors-certificates/undergraduate-engineering-certificates/certificate-in-artificial-intelligence/,https://undergrad.engineering.utoronto.ca/academics-registration/minors-certificates/undergraduate-engineering-certificates/certificate-in-entrepreneurship/,https://undergrad.engineering.utoronto.ca/academics-registration/minors-certificates/undergraduate-engineering-certificates/certificate-in-engineering-business/,https://undergrad.engineering.utoronto.ca/academics-registration/minors-certificates/undergraduate-engineering-certificates/certificate-in-public-health-and-engineering/,https://undergrad.engineering.utoronto.ca/academics-registration/minors-certificates/undergraduate-engineering-certificates/certificate-forensic-engineering/,https://undergrad.engineering.utoronto.ca/academics-registration/minors-certificates/undergraduate-engineering-certificates/certificate-in-global-engineering/,https://undergrad.engineering.utoronto.ca/academics-registration/minors-certificates/undergraduate-engineering-certificates/certificate-in-mineral-resources/,https://undergrad.engineering.utoronto.ca/academics-registration/minors-certificates/undergraduate-engineering-certificates/music-technology-certificate/,https://undergrad.engineering.utoronto.ca/academics-registration/minors-certificates/undergraduate-engineering-certificates/certificate-in-nuclear-engineering/,https://undergrad.engineering.utoronto.ca/academics-registration/minors-certificates/undergraduate-engineering-certificates/certificate-in-engineering-leadership/,https://undergrad.engineering.utoronto.ca/academics-registration/minors-certificates/undergraduate-engineering-certificates/certificate-in-renewable-resources-engineering/,https://undergrad.engineering.utoronto.ca/academics-registration/minors-certificates/undergraduate-engineering-certificates/certificate-in-communication/
